"","Rho","N","P","p.adj","PermPval","Carnivora","Cetacean","Combination","ratio"
"XXYLT1",0.33392445644111,74,0.000518741618522774,0.0164439167136302,0.0112235472813481,"2.689","0.8784","81.95","30.47"
"PTPRD",0.210066324173524,86,0.0183582917906798,0.142474034580594,0.0112438890359981,"0.3102","0.4844","1.601","3.304"
"TRIB3",0.238772156746522,104,0.00313964436973855,0.0506466205865467,0.011317189220198,"5.742","0.2507","17.52","3.051"
"VAX2",0.221340207254922,74,0.0214108092992849,0.156213431430907,0.0113346592905034,"0.2482","1.746","1.348","0.772"
"FUNDC2",0.173956456281166,77,0.0649790503785293,0.283031625957764,0.0113349895636591,"0.2505","0.6587","0.4396","0.6674"
"USP30",-0.14913946317742,97,0.0749910369149826,0.304358861545197,0.0113424325373898,"0.8445","0.2627","0.5056","0.5986"
"GABRR2",0.279244382645448,82,0.00221758898902588,0.0408767387325238,0.0113596937918994,"0.2316","51.1","8.411","0.1646"
"OXR1",0.200628296015357,103,0.0135235773761606,0.119919722224345,0.0113714466642469,"0.2844","0.3467","1.34","3.864"
"CHM",0.273202119494319,99,0.000981432357193271,0.0250557841650739,0.0113815957175631,"9.392","0.22","79.8","8.496"
"ITIH2",-0.164139226771711,120,0.0289708229810314,0.183343223477084,0.0113863469537558,"0.3026","0.3783","1.177","3.111"
"HSDL1",0.271479924841576,71,0.00573683756178956,0.0727350836419696,0.0114253246530987,"0.2906","0.8981","1.783","1.985"
"ABHD16A",0.148365073794176,81,0.106241967848789,0.365274225353975,0.0114860818915691,"0.402","0.2557","1.317","3.277"
"TBC1D10C",0.165407923394712,85,0.0649106467583997,0.283031625957764,0.0114897200046897,"0.3397","0.352","1.403","3.987"
"MTMR1",0.347549133817613,85,0.000105110533639655,0.00571007616213041,0.011526123809023,"1.146","0.4689","14.7","12.83"
"CLCNKB",-0.397435287986418,104,8.81222917117896e-07,0.000249169936526958,0.0115813305468478,"1.577","102.9","29618","287.8"
"CLCNKA",-0.377536703007381,114,9.88998816146115e-07,0.000264663147477959,0.0115906202577123,"3.893","40.26","42501","1056"
"ABHD14B",0.200901469286315,75,0.0354957614911737,0.204277834756809,0.0116033755274262,"0.39","0.6239","2.506","4.016"
"DNAJB4",-0.279447695779336,42,0.0303226005120932,0.187464724123032,0.0116132499318378,"0.6282","0.3484","2.409","3.836"
"RHOD",0.307632839166533,68,0.00220172026881397,0.0406342117591702,0.0116367373480608,"0.3356","3.741","9.074","2.425"
"WDR97",0.349453276472975,107,1.15459142466843e-05,0.00133097746846777,0.0116874875690215,"155.8","0.2171","122.8","0.7881"
"RTN4RL1",0.0758620108575418,86,0.394399788146168,0.68878629823546,0.0116936144034371,"0.2271","0.273","0.3424","1.254"
"DYNC2LI1",0.174556149122398,90,0.0448831530140051,0.231123211623859,0.0117615098199019,"0.2317","0.422","0.5075","1.203"
"SOSTDC1",0.223366426853385,63,0.0325839311958017,0.195477499159441,0.011900307606727,"0.7859","0.2846","0.7042","0.896"
"GAS7",0.321061731968512,60,0.00273985614373007,0.0466773804148474,0.0119086919763275,"1.236","0.2624","1.686","1.364"
"RPS19BP1",0.128042230614454,79,0.168727199349811,0.462887207901659,0.0119132980297997,"0.2556","0.6033","0.3812","0.6318"
"ABCA8",0.283383382890267,63,0.00669965290492494,0.080044230046278,0.0120481551944609,"1.617","NA","3.339","NA"
"DNMT3L",0.346095578229278,104,1.8574991684641e-05,0.00180756380120798,0.0120670348828968,"3.897","2.474","1600","410.6"
"SLC6A6",-0.246405785075235,92,0.00419228869583942,0.0605840293113303,0.0121026262320322,"1.053","0.2236","1.535","1.459"
"VTI1B",0.193654295934849,59,0.0732657965995151,0.299907464583538,0.0121138550178465,"0.2866","2.918","1.071","0.3671"
"TBL2",0.179731373000913,96,0.0328079368119091,0.196447445530441,0.0121304071695717,"0.3127","0.4795","1.021","2.13"
"FES",0.161284325102222,98,0.0529148065960619,0.25367283801938,0.0121649585856325,"0.3227","0.4767","2.045","4.289"
"GTF2IRD1",-0.15796620960083,104,0.050687437162873,0.247927306513878,0.0121747331418528,"0.2162","0.5633","0.6317","1.121"
"URGCP",0.207193853502687,99,0.0124368716664421,0.114888388855854,0.0121839009159895,"1.491","0.2688","1.108","0.7434"
"ELOVL6",-0.352528548088738,45,0.00461632568049054,0.064293918817687,0.0122044688455613,"1.173","0.6312","18.48","15.76"
"FZD5",-0.209031147961742,51,0.0730093930720811,0.299647307166439,0.0123003884333189,"0.5734","0.3757","2.445","4.264"
"ADRB3",0.347228755093855,93,4.9651927261053e-05,0.00352646342148881,0.012312591635005,"0.22","17111647","480.1","0.00002806"
"GPN3",0.339613765111014,82,0.000198559139131281,0.00888240972842201,0.0123279685948757,"17695","0.3029","473.1","0.02674"
"CCNT2",0.209224789679756,74,0.0296503245297673,0.185994040771491,0.0123369773459415,"0.9653","0.2462","0.9607","0.9952"
"DLX2",0.246051637958212,62,0.0195503050166915,0.147448853034795,0.0123724345393088,"0.3596","1.123","2.243","1.997"
"LMOD3",0.176433838441265,114,0.0221945706602395,0.158083572202638,0.0123921549266221,"1.514","0.2046","1.907","1.259"
"TMEM150A",-0.212472795069601,65,0.0388314708038012,0.215210215039114,0.0124000359421332,"0.2586","0.9018","1.149","1.274"
"MPI",0.301625314551705,96,0.000340980384142457,0.0128068472099219,0.0124367659939581,"273.2","0.2169","89.29","0.3269"
"HSPA12A",0.184618616649149,85,0.0393741578950339,0.21680796060882,0.012455095731142,"0.2577","26.18","1.732","0.06617"
"RSPO1",0.180626355941441,87,0.0413671245254889,0.221719502195628,0.0125239834282651,"0.2343","5.744","1.448","0.2521"
"KAT8",0.237008100085573,81,0.00986819224571231,0.0996698019124652,0.0125605062520779,"0.2634","968","3.913","0.004043"
"KIRREL3",0.208113987159327,56,0.0609808462319251,0.274328072766504,0.0126705482314026,"0.2791","0.8725","1.068","1.224"
"CNOT6",-0.410406857454701,58,0.000168169987606344,0.0080427509847871,0.0126971586580514,"12.28","0.5059","85.82","6.986"
"DDI1",0.326331182166683,106,4.57695010275902e-05,0.00336226344313464,0.0127159225967252,"1757","0.2457","297.2","0.1692"
"SCEL",0.188012532695723,126,0.0103380597406743,0.102194039098776,0.0127457800366274,"0.2373","7.129","6.806","0.9547"
"TMEM190",0.225855067547371,77,0.0165767088853803,0.134352925557766,0.0127535146505724,"0.25","1.343","3.181","2.369"
"CYP26A1",0.255924440375533,76,0.00700083675216797,0.0814289762343236,0.0127954025113928,"0.2851","2.268","9.092","4.009"
"PRDM13",0.206691948835088,95,0.014625802185753,0.12498842970843,0.0127991501189688,"0.4371","0.5923","5.001","8.443"
"ATG3",-0.236395930889865,42,0.0669247119161533,0.287332708087012,0.0129311015233006,"0.3034","1.028","0.5601","0.545"
"KCNA10",0.235851624790222,113,0.00233805300133457,0.04221453286506,0.012993656335783,"0.2765","4.363","12.4","2.842"
"INTS6L",0.235051850612292,99,0.00457443945621068,0.0638291896562135,0.0130433602128642,"0.3656","0.7876","2.785","3.536"
"SPTAN1",0.140626385414177,90,0.106121145769783,0.365089873853529,0.0131231295425395,"0.2287","0.888","0.64","0.7207"
"CCDC89",0.251164927367546,103,0.00198969456936336,0.0385738199436989,0.0131908420028158,"3.442","0.2879","14.82","4.305"
"S100A5",0.439887050309541,66,1.62517697457852e-05,0.00166414443520487,0.0132483200977398,"0.2843","4251","13.52","0.003181"
"RHEBL1",-0.383014827996338,35,0.00699640071726697,0.0814289762343236,0.0132528459637166,"0.9865","0.3889","2.333","2.364"
"ABI3",0.16719978393383,79,0.0723033590366107,0.298659905877246,0.013299244465336,"0.4428","0.3532","1.451","3.278"
"EVPLL",0.181405299036386,100,0.0278321230394834,0.180187345909987,0.0133090722489131,"0.2303","3.742","2.402","0.642"
"ZDHHC15",0.139486927587735,58,0.200965493116056,0.505737847159903,0.0133201431522593,"0.2719","0.8876","0.6193","0.6978"
"PLD3",0.162091137049406,65,0.115006248819808,0.381638849855062,0.0134054413581224,"0.327","5.421","1.342","0.2476"
"OGN",0.24864453625036,86,0.00524789685415793,0.0693418696649005,0.0134160060466506,"17.34","0.2561","6.927","0.3995"
"ZNF654",-0.213143598465312,104,0.00837200747425998,0.0914452653128717,0.0134194873368102,"1.17","0.4174","6.375","5.448"
"PDCL",0.283326220848707,77,0.00265020789954657,0.0462555586732729,0.0134554058224463,"4.37","0.2376","6.48","1.483"
"GPR37",0.17863872436779,103,0.027878628841221,0.180236898970896,0.0134596509982997,"3.873","0.2259","5.246","1.355"
"LRIG1",0.233487672047032,122,0.00173160319765031,0.0358422728176624,0.0134722736229817,"0.6517","0.6815","14.12","20.72"
"DMD",0.347208086909396,109,1.08698647153092e-05,0.00127262337987206,0.0134870878436772,"0.8685","12.28","668.9","54.46"
"PRSS53",0.293720206252007,116,0.000122445258304584,0.0063936050207404,0.0135488484875574,"0.298","296.8","184.2","0.6208"
"TSKS",0.309556609187679,100,0.000174345237541995,0.00819040040691013,0.0135655312184041,"0.7116","5.97","177.6","29.75"
"TRMT2A",-0.259809351173528,104,0.00130915976498044,0.0298162131276548,0.0135762804797919,"0.7023","1.139","19.82","17.41"
"NUP62",-0.170785679433824,103,0.0355251317122827,0.204368377673808,0.0135878104274809,"0.2091","6.414","1.239","0.1931"
"MTMR12",-0.256691427328234,103,0.00157879726230451,0.0338481484590778,0.0136531605140013,"0.3643","3.094","8.07","2.609"
"RIDA",-0.176237947991158,73,0.068895982388854,0.291989590520183,0.0136740180397591,"0.3998","0.7325","2.339","3.193"
"ARPP19",-0.290922094080776,54,0.0101624389136377,0.101238918445793,0.0136841828875508,"1.104","0.5413","4.409","3.994"
"LPL",-0.225947772460766,77,0.0165322849988223,0.134198072788544,0.0137203903813717,"0.7195","0.3006","1.68","2.335"
"AAMDC",-0.211295434743209,41,0.105859794847485,0.364693077145843,0.0137476312852062,"0.9758","0.3059","1.219","1.249"
"NRAP",0.281694027869236,127,0.000114554831980551,0.00608765500730685,0.0138359758514057,"0.2126","12147","283","0.0233"
"CD2AP",-0.225561586024035,106,0.00483966333554111,0.0661141246548943,0.0138563053356332,"0.5334","0.7214","6.743","9.347"
"SHANK1",-0.299248870425176,69,0.00269448103588376,0.0466773804148474,0.0139010828211882,"29.43","0.3993","4.911","0.1669"
"DNAH3",0.299496425708654,130,3.32196948214699e-05,0.00264803375848164,0.0139640142010075,"0.3914","3.728","29.19","7.83"
"TRPC4",0.148314148182421,72,0.128494600901753,0.40471208262162,0.0139775048829221,"0.2446","0.2442","0.9476","3.875"
"ALG1L",-0.346399906679931,88,8.32449865788515e-05,0.00495043400345503,0.0140892020502281,"0.8579","248","800.6","3.228"
"RBMXL2",0.201523106245147,85,0.0245187884820264,0.167247778702734,0.0141643235904957,"0.2267","4.651","1.312","0.2821"
"LPCAT2",0.233085156984817,106,0.00359704494363713,0.0551850361636441,0.0141666666666667,"1.017","0.2153","2.452","2.411"
"SPATA9",0.211881959427699,92,0.0138110740552894,0.121249417570338,0.0142245980454624,"0.2582","263.3","2.899","0.01101"
"VPS11",0.287664355581308,85,0.0013264444987032,0.0300806021849995,0.0142551162690408,"0.313","2.642","12.2","4.617"
"TMEM232",-0.23420789442575,104,0.00376435066812069,0.0566960393090016,0.014309127291805,"6.919","0.2191","19.38","2.801"
"PCBP3",0.251826494667625,56,0.0233795577171826,0.162705316070122,0.014311440608343,"0.525","0.4197","4.332","8.251"
"UBE2Q2",0.237635410314402,51,0.0415400670098852,0.222328372932193,0.0143847003789795,"0.7272","0.2935","1.788","2.459"
"NATD1",-0.463428088177709,39,0.000550714533322088,0.0170516694139769,0.0145357213266405,"2.185","1.413","24.77","11.33"
"CENPE",-0.225052101424804,128,0.00197380850577563,0.0383301058680887,0.0145494723843215,"0.3404","2.493","13.89","5.573"
"TTC21A",0.297308582677402,128,4.35917586680103e-05,0.00325008007661096,0.0145956756868401,"2802071","0.4886","3271","0.001167"
"SNTN",0.15768399981975,78,0.0922039352859739,0.339167445801572,0.0146037846915632,"0.2715","23.05","1.064","0.04617"
"YBX2",0.389700466998861,72,6.49615911694107e-05,0.00425053177700819,0.0146651748179384,"0.4689","1.639","10.96","6.689"
"TEX37",0.138762881800685,92,0.106859353991843,0.366096937744744,0.0146830079382107,"0.287","0.5481","0.7078","1.291"
"RNF133",0.257815291521423,115,0.000788475112108028,0.0217896546371696,0.014686165369329,"2.255","1.032","95.85","42.5"
"CASQ2",0.172530616722619,80,0.0619715403574347,0.276729887901227,0.0146897712982501,"0.3344","0.3731","1.606","4.304"
"SYT7",0.169002817619477,74,0.0789767998809097,0.312174721378904,0.0147409771939914,"0.3796","0.439","1.427","3.251"
"SPAG17",0.242952378795739,135,0.000599683122551093,0.0179737025491014,0.014751090022481,"14.57","0.1913","28.97","1.988"
"TRMT2B",0.491371761615251,36,0.000444941181478857,0.0148836797893798,0.0148460254103314,"7.56","0.5563","62.7","8.293"
"ABHD16B",0.391546166448223,80,2.2764858457908e-05,0.0020676010233346,0.0148469842207525,"6.806","5.883","2672","392.6"
"RHAG",-0.227124681586557,117,0.00285197031796719,0.0478246184773802,0.0148655854543563,"0.2329","5.3","5.642","1.065"
"COPS7B",0.133590611300588,74,0.164963110483441,0.459066640270392,0.014866706739986,"0.2405","0.2473","0.2451","0.9911"
"BUB1",-0.291590430353977,127,6.52381792575657e-05,0.00425053177700819,0.014878044525089,"1.03","26.04","1453","55.79"
"NAGS",-0.171941777795455,97,0.0400970926991941,0.218866313419943,0.014878369569829,"0.2736","1.81","1.416","0.7828"
"CAV2",0.186582964131454,62,0.0766356241682607,0.306818758843987,0.0148813248924579,"0.3998","0.2635","0.9163","2.292"
"ZNRD1",0.228118196058847,59,0.0348635954492079,0.202506140078229,0.0149817403754887,"11.43","0.3161","3.543","0.3099"
"ZC2HC1B",0.168587430936973,93,0.0488508187496837,0.242579976272277,0.0149880203461928,"0.3125","940","2.773","0.00295"
"CNGA4",0.209959614810096,102,0.0101194914240268,0.101171965977781,0.0150281764100139,"0.2498","7561900","8.831","0.000001168"
"THSD4",0.274685819783677,112,0.00041762662216235,0.0141596211758484,0.0150746502962051,"38.18","0.2402","8.755","0.2293"
"TMEM86B",-0.148294467342478,100,0.0721522100649062,0.298117733673197,0.015075405601559,"0.2225","16.86","1.038","0.06154"
"METTL11B",0.403865967223026,79,1.41777947479969e-05,0.00153962631951798,0.0151457672046599,"1.542","23.71","5602","236.2"
"LRTM1",0.207301119925381,105,0.00996769284550044,0.100303514129097,0.0151493812733854,"19.64","0.2117","8.35","0.4251"
"ODF3B",0.195164672402747,56,0.0789088412596657,0.312174721378904,0.0151878575301779,"0.4265","0.3051","0.8087","1.896"
"SLC36A3",0.233788724093226,99,0.00479743841245096,0.065958176191734,0.0152120409260039,"0.3029","5.435","20.31","3.736"
"PROK1",0.127784244907662,73,0.187179303227003,0.488092750680331,0.0152265723900471,"0.4617","12.58","0.4308","0.03425"
"EPHB3",0.21696989380527,66,0.0334734762407331,0.198749291757444,0.0153231816625375,"0.2523","1.459","0.9681","0.6636"
"ATP9B",0.195021776602263,102,0.0169057517180681,0.135771487270615,0.0154360318338102,"0.4088","0.239","1.925","4.709"
"RGN",0.169014581905498,84,0.060829697988027,0.274246045140967,0.0154791691971335,"0.3587","0.2285","0.7234","2.017"
"IL21",0.174078849965376,68,0.0831947202299148,0.320750212854516,0.0154866448241843,"0.336","0.249","0.7668","2.282"
"PTPRH",0.151547046084816,57,0.168535177690044,0.462576588436446,0.0155129083344163,"1.217","NA","1.448","NA"
"KRTAP3-2",-0.170308580131658,54,0.132413960992134,0.411435956754743,0.0155203201842883,"0.5875","NA","0.8468","NA"
"MSH5",0.16685519874686,111,0.0328670098228463,0.196447445530441,0.0155595126930009,"1.435","0.2013","1.764","1.229"
"ARHGEF12",0.283785542533054,114,0.000234548447191011,0.00995734569293057,0.0156076109631752,"1.832","0.3144","93.86","51.25"
"POSTN",0.209513376906468,88,0.01731614287903,0.137738703389142,0.0156274158358577,"0.2996","5.813","1.225","0.2107"
"OLFML2A",0.20580435806965,102,0.011708072049291,0.110489400334178,0.0156485577480657,"3.47","0.3015","15.05","4.336"
"TULP1",0.1895408036491,107,0.0173630688351691,0.137924658912059,0.0156714963290235,"3.4","0.2089","2.653","0.7802"
"CCNA1",0.188600332211844,101,0.0215320914950778,0.156544656665238,0.0157045087439194,"0.6214","0.2539","7.207","11.6"
"PCDHGC5",0.17932934474569,106,0.0250893604684658,0.170130839810149,0.0157405908045314,"1.701","0.2055","1.997","1.174"
"SCMH1",0.201708697031805,83,0.026168501896563,0.174919473863985,0.0157679741971018,"2.517","0.2295","2.769","1.1"
"TKFC",0.195196593907179,109,0.0133936046088155,0.118978398736046,0.0158536834576479,"5.87","0.2029","5.724","0.9752"
"ALB",-0.241935708604323,121,0.00122678695781492,0.0285475611021962,0.0159147795392879,"1.152","1.238","39.64","32.01"
"SOCS1",0.203716349333228,72,0.0368086725364462,0.208179361519028,0.0159332222120142,"3.618","0.2902","1.78","0.4921"
"LNP1",0.257882314600983,100,0.00176616284329766,0.0361102957083583,0.0159396927745117,"0.3247","2.572","10.04","3.906"
"HAUS8",-0.30108899491896,106,0.000169277207068691,0.00805329595279811,0.0159438956262144,"0.2221","871.2","55.43","0.06362"
"PMPCB",0.155277585405202,99,0.0610402456396988,0.274369862374483,0.0160448225035961,"0.3353","0.3193","1.021","3.044"
"YAP1",0.434123519426942,64,2.81951704294645e-05,0.00238813729059131,0.0160801833910614,"251346","0.364","3807","0.01515"
"HEYL",0.176221336870208,86,0.0478892073982141,0.2393023214637,0.0160845996623123,"0.228","25.23","2.539","0.1006"
"ABCF1",0.243507760924304,89,0.00540075587045314,0.070580868430702,0.016116121457922,"0.2963","6.386","12","1.879"
"REPS2",0.229261326313142,87,0.00962352739273267,0.0983082355197627,0.0161366052684127,"0.8499","0.2968","3.525","4.148"
"MLF1",0.159560404468227,86,0.0732441776006407,0.299907464583538,0.0161442941285372,"0.2378","0.8292","1.202","1.45"
"SMC1B",0.141861165160166,118,0.0612878799488106,0.27464628584389,0.0161920047536161,"0.1972","7.456","3.095","0.4151"
"EPN3",-0.0965844825245205,118,0.202617660733602,0.507688917100269,0.0161970286276797,"0.2019","0.2254","0.2986","1.325"
"PGLYRP1",-0.281748994356416,74,0.00340532140902976,0.0530919215086019,0.016220520271546,"10.19","NA","13.84","NA"
"SMPD4",-0.30119439169934,105,0.000181020055235765,0.00832155044054249,0.0162538002210175,"1.372","1.57","112.6","71.72"
"TBX18",0.139331808093795,81,0.129274710884235,0.406229988951802,0.016260582678853,"0.4549","0.2519","0.7788","1.712"
"SPTB",-0.152972537596067,121,0.0409621019442346,0.220653508172645,0.0162606569548632,"0.1965","0.3251","0.3351","1.031"
"EMILIN1",0.184003522521592,104,0.0228334210661187,0.160594717805373,0.0163691257547913,"3.315","0.2097","2.795","0.8431"
"NUDT7",-0.178192854938875,103,0.0282712635899064,0.180958973871989,0.0163814948534523,"0.2589","612.8","1.91","0.003116"
"INHBB",0.177094703340174,63,0.0901808600977078,0.335588176540739,0.0164162710155279,"0.4282","0.2747","1.112","2.596"
