"","Rho","N","P","p.adj","PermPval","Bat","Cetacean","Combination","ratio"
"HK2",0.0293506546784694,157,0.65447394631945,0.812154163147133,0.648734358036684,"0.3784","0.1863","0.2618","0.692"
"TNIP1",-0.053930262907856,185,0.371565339128418,0.590739051836359,0.648907409165087,"0.4206","0.2605","0.1956","0.4651"
"ZC3H3",-0.055278906670382,191,0.35196637802443,0.57230491829283,0.649002196123365,"0.2175","0.1671","0.1772","0.8148"
"TDP1",-0.0637565812932986,205,0.265891268554157,0.48637312293137,0.649084601316062,"0.1991","0.2357","0.3295","1.398"
"KRT23",0.029571131439089,189,0.620405861975385,0.788478643739982,0.649168027766435,"0.2034","NA","0.2034","NA"
"UQCRC2",0.0282264183328922,168,0.656015361977017,0.812793601563769,0.649235284158248,"0.2981","0.2066","0.2066","0.693"
"STK40",-0.0328360447732835,116,0.667618187890313,0.821786634047753,0.649294779872868,"0.3352","2.346","0.2065","0.08803"
"TCF15",0.0747341195231663,64,0.470978080367985,0.680812216987218,0.649584487534626,"0.3186","0.3988","0.2583","0.6475"
"CLASP2",-0.104304971008519,165,0.102885147120093,0.270883820563659,0.649602943155817,"0.3934","0.2346","0.659","1.675"
"PRR5L",-0.0270962466714437,170,0.667083218500663,0.821604813747827,0.649848454599902,"0.2721","0.2035","0.1912","0.7025"
"CDK20",-0.0812953053826786,122,0.275376359387468,0.496298055093847,0.649862666384957,"0.9445","0.7787","0.2492","0.2639"
"MOB3A",-0.144434157477623,85,0.10700201800347,0.277781682688437,0.649994035125053,"2.321","0.2457","1.253","0.54"
"SNRPA",-0.118547147787487,41,0.364266831981052,0.584243544688864,0.650190728246418,"0.4675","1.037","0.3059","0.295"
"TUFT1",-0.0887909876372963,192,0.133872264845618,0.320788257271575,0.650401716232701,"0.6331","0.1795","0.3067","0.4845"
"ASIC2",0.0541462136776153,99,0.513629113393124,0.714268973017882,0.650616401643738,"0.2182","0.2632","0.2171","0.8247"
"MSGN1",-0.0771459656261973,155,0.242503139173345,0.460433701121485,0.650691996243669,"0.5022","0.2651","0.2592","0.516"
"CRISPLD2",-0.126366389157879,196,0.0311066668895481,0.121436663470737,0.650756661914684,"9.479","0.1629","2.427","0.2561"
"RASSF4",0.0502326185116864,171,0.423817783183852,0.6393224138865,0.650889612482358,"0.4161","0.3827","0.1863","0.4477"
"GSDMC",0.0323675527712989,132,0.651258596144101,0.809505503997254,0.651012537534332,"0.2027","NA","0.2027","NA"
"MTBP",-0.127540317013531,211,0.0239287663094663,0.101331519742468,0.651098667120896,"0.2198","19.96","7.224","0.362"
"GNAT1",-0.0345166799011897,46,0.779055265585967,0.88934165528663,0.651124689589795,"0.3597","0.2925","0.3381","0.9399"
"GALNT5",-0.220478967594482,220,6.6904135609425e-05,0.00133824997252752,0.651246795618737,"20.22","0.2307","50.84","2.514"
"USP12",-0.113658228554702,36,0.416603984681121,0.632669201799395,0.651474473248996,"0.3776","0.3391","0.4119","1.091"
"EIF3E",-0.11322770341446,13,0.643428843563621,0.804632050152191,0.651572643018628,"0.5116","NA","0.5116","NA"
"BCAM",0.10856188360129,193,0.0661211060330813,0.202318400484435,0.651580469299235,"86.03","2.224","0.5897","0.006854"
"EVPLL",-0.0685820560004362,167,0.280596229115858,0.501378287069472,0.651844335681031,"31.27","21.12","0.205","0.006556"
"GBGT1",0.0408155433016179,181,0.503608532861139,0.707302879267621,0.651970227136953,"0.1822","0.8926","0.2282","0.2557"
"ZP4",0.0301844203533925,197,0.605682337392254,0.778941181739995,0.652193585919681,"0.9261","19.26","0.155","0.008049"
"CEACAM18",0.0610880844954606,149,0.364325940272837,0.584279785151927,0.652200216519137,"0.178","NA","0.178","NA"
"BIK",0.01530756881066,148,0.820780095496405,0.911736997422185,0.652436936422783,"0.2046","0.2066","0.1815","0.8785"
"BTG2",0.0417651474933696,102,0.608954673131667,0.78130954774318,0.652556059723794,"0.2114","0.2427","0.2111","0.8699"
"ETNK2",0.0442860167357098,171,0.480727975078913,0.688366445139017,0.652654330517633,"0.5122","1.654","0.1778","0.1075"
"CABCOCO1",0.0768019364105718,180,0.20948132550151,0.422676788327545,0.652662784888911,"0.5171","0.1685","0.3529","0.6824"
"FNBP4",-0.139841878528982,206,0.0144334160938662,0.0710001611847671,0.65268643956333,"0.8114","0.3263","2.854","3.517"
"AMMECR1",-0.0394468438873532,72,0.686000241989066,0.832684783060817,0.652852108864809,"1.005","0.5827","0.293","0.2916"
"PSPC1",-0.0428368486876358,100,0.60346673138601,0.777485297078446,0.652946502303276,"0.408","0.297","0.3153","0.7729"
"RAPGEF5",0.0577095197513236,182,0.342980333980019,0.563777226948975,0.652968476885058,"0.2748","0.3633","0.1652","0.4547"
"KLHL21",-0.0985233629056834,102,0.227518043635012,0.442858987257932,0.653029438722207,"0.5914","0.2094","0.4822","0.8154"
"CLSTN2",-0.0654980643579746,195,0.265082176408756,0.485503603856348,0.653319674755106,"5.069","38.02","0.1583","0.004162"
"SRGAP1",-0.11157101853457,133,0.1178000916859,0.295414052210902,0.653437880828683,"0.6643","0.1872","0.6386","0.9614"
"PPP2R5C",0.0829415066097134,135,0.241370674320827,0.458962084442333,0.653501858305977,"0.6045","0.266","0.2999","0.4961"
"DPH2",-0.0113336637770833,178,0.853891009470756,0.929837627325691,0.653536268647702,"0.1989","0.1626","0.1896","0.9535"
"ODF4",0.0687821829529494,120,0.36011209391167,0.580541150995444,0.653543984177735,"0.3757","0.1965","0.3574","0.9514"
"ATP12A",-0.0530658230552083,201,0.359221705115927,0.579637564310282,0.653607846406046,"0.3058","0.1585","0.228","0.7457"
"HARS1",0.0350343512535632,174,0.573602610478444,0.756512959925757,0.653755751377154,"0.166","0.3761","0.2065","0.5489"
"RAP1GDS1",-0.0361609761648874,122,0.627546346154221,0.793817668081745,0.653952971671913,"0.8605","1.74","0.2105","0.121"
"FOXC1",-0.0620427830734463,112,0.425440524526171,0.640197226587754,0.653985108568075,"0.2078","0.5343","0.3606","0.6748"
"YBX2",0.081429582100511,136,0.248284397353006,0.46670350363477,0.654007914075749,"0.2313","0.2822","0.1837","0.6511"
"NIBAN2",-0.0354009255456056,178,0.565145753964609,0.750806339140031,0.654105003838121,"0.2872","0.3418","0.1662","0.4863"
"PAQR8",-0.0618483133679969,116,0.418611627183379,0.634519584937807,0.654341637404876,"0.3403","0.2559","0.2301","0.6761"
"CBFA2T2",-0.0956703064521376,121,0.20115051642304,0.412117279314756,0.654366024114891,"0.6802","0.2791","0.3032","0.4457"
"NCKIPSD",-0.074882817454395,164,0.243068541845631,0.460916335875875,0.654485651026143,"0.1688","1.371","0.3853","0.281"
"UBALD1",-0.11301179506078,87,0.201865950555324,0.412918182383522,0.654601404308132,"0.6161","0.2256","0.5071","0.823"
"PDHA1",0.0153350524281807,86,0.863312459561442,0.933995401115691,0.654695791682093,"0.3156","0.2258","0.292","0.9251"
"KCNJ15",0.0239825553859357,133,0.736717856078762,0.863976484644364,0.65472876299065,"0.1937","0.2418","0.1882","0.7786"
"C2orf68",-0.0625973851446626,122,0.400970655105156,0.618011167749428,0.654872280037843,"0.635","0.39","0.2494","0.3927"
"KCNK3",0.0802709191636932,77,0.394465458093228,0.612244060175347,0.654939025309396,"0.4583","0.5774","0.2579","0.4467"
"SSB",-0.08020912113108,125,0.275908323918937,0.496559001407481,0.654993626488782,"1.308","0.4204","0.3422","0.2616"
"SPICE1",-0.120426311813078,218,0.0301800397242618,0.118629573978786,0.655101523557408,"54.21","0.8436","0.711","0.01312"
"UROS",0.145979932753704,175,0.0186894222887907,0.0851076082712659,0.655199248624715,"24.24","0.1991","5.245","0.2164"
"SWI5",-0.168960673704787,129,0.0196919695842344,0.0883653665975655,0.655276478196305,"4.539","0.1959","1.947","0.4289"
"C1orf122",0.0490241901724852,61,0.644570201978429,0.805190985257515,0.655335727863609,"0.5059","0.2889","0.3782","0.7475"
"CDIPT",-0.0406135576988588,177,0.510515021610022,0.712509987351787,0.655393924323428,"0.2352","0.1628","0.2226","0.9467"
"TP53BP1",-0.0188852010981343,220,0.732719039243019,0.861231486176303,0.655464428762159,"0.3232","4.239","0.1649","0.0389"
"GPR137B",0.06444318832704,140,0.353810415137399,0.574070162306803,0.655770146956426,"0.2757","0.2267","0.2064","0.7487"
"TRPA1",0.0785102853764361,186,0.192114708672464,0.401256491606023,0.655831258003045,"0.2668","NA","0.2668","NA"
"DLC1",-0.0592142330416598,213,0.292125180033989,0.5128455437086,0.655862934468271,"0.3686","0.1553","0.249","0.6754"
"SERINC3",0.13361249698445,173,0.0323581169448384,0.124380155501154,0.655892412935323,"626.2","2.119","2.292","0.00366"
"TREM1",0.0649588906798876,166,0.308261084361916,0.529326523442362,0.655910287218217,"0.3188","NA","0.3188","NA"
"DOCK1",0.170421542577238,170,0.00682114462322173,0.0412360998340741,0.656005172854544,"8.644","0.1812","2.204","0.255"
"ZDHHC16",-0.0396644821878615,109,0.615283192383328,0.78533633600686,0.656130422200071,"0.3314","0.2827","0.2226","0.6718"
"USP27X",-0.0231744887329661,76,0.80707497041566,0.904970788680518,0.656439570695287,"0.2377","0.2445","0.2376","0.972"
"MIGA2",-0.108610340977257,175,0.0801766811968388,0.230753102969751,0.656629688325409,"1.178","0.1649","0.7289","0.6187"
"OLFM2",-0.0818215629443612,109,0.299887837278718,0.520243422634673,0.656654635402206,"16.3","3.116","0.3182","0.01952"
"STX4",-0.0554586474330664,131,0.440411326583821,0.653692797328105,0.656662131771108,"0.2329","0.3248","0.3876","1.194"
"IL2",0.164019739820542,146,0.0159218561633159,0.0761223610174427,0.656975167860162,"20.72","0.2104","5.545","0.2676"
"CLDN5",0.0684325950851348,73,0.479969992961304,0.688153375805644,0.656978935466309,"0.8359","0.5107","0.4634","0.5543"
"DYRK2",-0.0585784171377713,110,0.455882665588521,0.668043444573948,0.657170422108469,"0.3364","0.2225","0.2568","0.7634"
"GDF7",0.0431674285429868,140,0.534531815058304,0.730014347065202,0.657229562192369,"0.221","0.2264","0.1844","0.8147"
"WDR45",-0.0403997898080154,98,0.627783826989789,0.793817668081745,0.65746041631734,"0.5081","0.5723","0.2436","0.4256"
"ELAC1",-0.0585254686225494,138,0.403180158211411,0.620235425081618,0.658084191580842,"0.1936","0.529","0.1933","0.3654"
"TNFSF15",-0.0486857750435972,179,0.427591855746978,0.64186912529673,0.658374064107493,"0.2157","0.1658","0.225","1.043"
"PAFAH1B3",-0.0398418459290824,95,0.637908396250802,0.800235979680568,0.658595971999202,"0.2874","0.6451","0.2163","0.3353"
"ZSWIM1",0.0427793418332182,183,0.480867879110478,0.688366445139017,0.658662097890933,"0.2692","0.1746","0.1997","0.7419"
"VSIG10L2",-0.0705588586569731,132,0.32444833848696,0.544958781617333,0.658774891659799,"0.4536","NA","0.4536","NA"
"F13B",0.203892987144845,215,0.000267831688667181,0.00378942765875529,0.659277882741487,"361814142195","3.289","8267","0.00000002285"
"HMGCR",-0.0294500917909512,173,0.637157175370352,0.800171803506229,0.659389113382458,"0.368","0.1651","0.3433","0.9327"
"LTB",0.0292107516187235,144,0.669861871344598,0.822758606130143,0.659644044172832,"0.6685","0.2866","0.2773","0.4147"
"STAM2",-0.0246736209721727,165,0.699627591067459,0.841027997035692,0.659699426888341,"0.1856","0.173","0.195","1.051"
"JHY",0.0280631923309106,220,0.61181722002054,0.78316620919762,0.65981110775444,"0.3819","0.3416","0.1557","0.4077"
"ZNF414",0.176228177678904,159,0.00684058485158905,0.0412756493696131,0.659990951591012,"325.1","0.9237","6.54","0.02012"
"TTC8",-0.0671421489916503,173,0.282213982184936,0.503230236563779,0.660023022529189,"0.3878","0.1684","0.402","1.037"
"PELP1",-0.133711583085686,173,0.0322300713378063,0.124096631748695,0.660135444177228,"1.329","0.2909","4.053","3.049"
"CNNM3",0.0791823019673572,148,0.241259322033909,0.458943375081622,0.66018944354765,"0.415","0.4802","0.1861","0.3875"
"SIGMAR1",-0.0526054653545206,94,0.53654567819617,0.731391425376532,0.660401147076274,"1.027","4.869","0.2166","0.04449"
"PFN1",0.0995949740465304,48,0.407860278576612,0.624849046548955,0.660650852927017,"242.8","15.62","0.6179","0.002545"
"CCDC90B",-0.133613389830384,155,0.0429466526650873,0.151073276752413,0.660721728008278,"11.39","0.2158","1.937","0.1701"
"AGBL5",0.0380215623893666,209,0.502861774138837,0.70707684692161,0.661060646218346,"0.1674","0.8456","0.1944","0.2299"
"HCN2",-0.0772978270873443,107,0.331963968446104,0.552824167246806,0.661061605955532,"1.016","0.3349","0.2981","0.2935"
"FGF4",-0.0393000159200345,108,0.620178605029038,0.788338252437716,0.661170120324272,"0.2607","0.8174","0.2059","0.2518"
"TMEM229B",-0.0340884594495574,62,0.746333975396671,0.868781081201552,0.661562850914856,"0.2909","0.4283","0.2594","0.6056"
"CASP9",0.0456712435519787,205,0.425463235786152,0.640197226587754,0.661589684309927,"0.1806","0.1546","0.166","0.9189"
"CCR10",0.0680671960026793,122,0.361095754279171,0.581488805472002,0.661648726768595,"0.2089","0.2012","0.1968","0.9421"
"ZNF354C",0.0273040209877003,154,0.68012015355804,0.829392066547459,0.661752114932958,"0.2111","0.2169","0.1737","0.8009"
"ATP1B2",-0.0597259936676511,86,0.502529963030575,0.706819413590161,0.661914460285132,"0.4869","0.4215","0.2745","0.5637"
"TAP1",-0.0298683531245611,197,0.609462632847641,0.781661886965336,0.662309698968958,"2.071","6.938","0.155","0.02234"
"GNPNAT1",0.22036455097234,64,0.0335327439499324,0.12772934270098,0.662332125346408,"3.307","0.3083","1.948","0.5891"
"FLNB",-0.13770510664647,197,0.0185137015924009,0.0844516114257695,0.66261453879047,"167.8","1.916","0.9877","0.005888"
"CCNL1",-0.039242798954852,92,0.648379484686727,0.807610221371293,0.662991670209014,"0.4833","0.4676","0.2814","0.5823"
"APBA1",0.0864218880221121,150,0.197845277950683,0.4079599329446,0.663128665594021,"0.2638","0.2149","0.3656","1.386"
"CCNA2",0.164401879921018,152,0.0136579600154919,0.0681246120114316,0.663254261747993,"7.447","0.2708","1.627","0.2185"
"OLR1",0.0233867687477044,203,0.684674978333924,0.831958542683743,0.663562719608077,"0.4978","0.3543","0.1769","0.3555"
"SVIL",-0.100233177477907,223,0.068001556687162,0.205988582347556,0.663589353764291,"24353","5772","0.3548","0.00001457"
"WRAP73",0.0253642897026518,185,0.674303598201129,0.825413457008044,0.663591007453715,"0.2794","0.2287","0.1758","0.6292"
"SSBP4",-0.0624552300323069,135,0.377671717871838,0.596182581570993,0.663643295741863,"0.5457","0.3909","0.2091","0.3832"
"MROH9",0.0896795015465541,212,0.111454636824234,0.284939903680014,0.6636469631009,"1.175","0.1786","0.4083","0.3476"
"TMOD2",-0.069257652982073,115,0.367190127354999,0.586697595400369,0.664111707723627,"0.8207","0.2973","0.3409","0.4154"
"TRIM13",0.0372055295107562,145,0.585800608665235,0.764789610699667,0.664289173601021,"0.4499","0.7441","0.1939","0.2605"
"ADD2",-0.0710528016142368,170,0.259333636547156,0.479087607022349,0.664414743047247,"2.737","1.088","0.2893","0.1057"
"PMM2",-0.031038935073311,141,0.654001421361363,0.811769372062095,0.664455302259604,"0.2963","0.2165","0.2082","0.7028"
"PROSER1",-0.0494825501323983,170,0.432137921821979,0.646186470244236,0.664500571535944,"0.1775","0.1834","0.1662","0.9058"
"BRF2",-0.165845806270164,185,0.00599927644450567,0.0376767745937911,0.664614324449837,"3.901","0.1657","3.05","0.7819"
"PAPPA",-0.0283014098543705,208,0.618833020192683,0.787388003278627,0.664899058189985,"0.1801","0.1577","0.195","1.083"
"CFAP161",0.100409378286052,162,0.119804418148008,0.299077437798272,0.664940932061566,"0.7027","0.1717","0.5898","0.8393"
"LLPH",-0.0269437784268988,115,0.725728158502304,0.857498485738305,0.664992231089766,"0.2242","0.2302","0.2009","0.8729"
"AL049569",-0.0726602236740767,118,0.337798792897058,0.559415897884581,0.665240160379674,"0.3504","0.2963","0.2217","0.6326"
"TXNL4A",0.298142396999972,10,0.296269871484286,0.516382799639642,0.665333414382104,"0.5015","NA","0.5015","NA"
"GPRC5A",0.0176250952143262,202,0.76015052869497,0.87667955028302,0.665346784269671,"0.295","1.04","0.1553","0.1493"
"PIN1",-0.0452663398423788,38,0.739228533479903,0.865315014917248,0.665429380308273,"0.315","0.662","0.3425","0.5174"
"ASXL3",-0.109086073800015,176,0.0780022994745517,0.226344026690864,0.665446357701715,"0.173","0.2182","0.2296","1.052"
"IGF2R",-0.0798712679864759,218,0.150515441723388,0.344570543413113,0.665595698642712,"0.5058","0.1593","0.5564","1.1"
"HTR2B",-0.105233505964217,187,0.0795908499190541,0.229521135412634,0.665899258343634,"88.38","5.482","0.5468","0.006187"
"PLB1",-0.0499979185954982,212,0.374866347443646,0.593672355406511,0.665934636964819,"1.032","0.6559","0.1751","0.1696"
"HAPLN1",0.0273541324019986,129,0.705750533515532,0.845140949827805,0.666085055161066,"0.1976","0.2507","0.1912","0.7627"
"RBFOX1",-0.0660529774230229,138,0.3454379322405,0.566420513547748,0.666126065875272,"0.9451","0.1948","0.5183","0.5484"
"HNRNPF",0.0773015521053728,57,0.482463236477527,0.689380900983426,0.666365520539937,"0.7744","0.5541","0.3535","0.4565"
"MTX2",-0.0518429523858543,82,0.570037268648104,0.754236511733666,0.66642204966294,"0.4588","0.2315","0.4254","0.9272"
"GZMK",0.0369217741709658,188,0.537411010368413,0.731931156866943,0.666489483497432,"1.934","0.8872","0.2223","0.1149"
"IQSEC2",0.0658656391430683,128,0.365169562248033,0.585108724923053,0.666494250586878,"0.2385","0.1888","0.2327","0.9758"
"YAE1",0.0347884636983652,170,0.580764091237905,0.761440965832769,0.666646631003186,"0.1714","0.1821","0.166","0.9119"
"FBXO17",-0.0380832610753517,96,0.651079338206412,0.809505503997254,0.666697684036394,"0.7914","1.89","0.2173","0.1149"
"NAA16",-0.0936136864032982,186,0.11988116922817,0.299114746277337,0.66670585765274,"0.3055","0.3493","0.8163","2.337"
"UBLCP1",0.0471404520791032,25,0.781511294998713,0.889814887178226,0.66681486246169,"7.636","0.6455","1.33","0.1742"
"SHMT2",-0.0367630164443132,156,0.576316934837429,0.758344181503868,0.666933800818098,"0.2284","0.1758","0.2043","0.8945"
"BRIX1",0.0210896635012861,142,0.759883692248162,0.87649815060586,0.667169480803854,"0.1848","0.1851","0.1807","0.9758"
"EMG1",-0.11122207126694,123,0.13400205850865,0.320907358428567,0.667370132184973,"9.078","2.491","0.3551","0.03912"
"NSMAF",-0.0628923734514954,203,0.274800392432955,0.495588400733929,0.667791537062034,"0.8894","0.168","0.3982","0.4477"
"MIB2",0.0679163517084947,170,0.280955136359967,0.501878181583829,0.668162344068873,"0.6603","0.4562","0.1962","0.2972"
"PSIP1",0.0180093366344333,130,0.802927967662726,0.902472243468649,0.668294884715979,"0.1915","0.2026","0.2055","1.014"
"RPL26L1",-0.0700933402089512,49,0.556006141571005,0.744371042239807,0.668446055966829,"0.3079","0.2919","0.2958","0.9606"
"NANOS3",-0.0331057993882765,145,0.627758098685808,0.793817668081745,0.668455591513844,"0.3026","0.3489","0.1836","0.5262"
"HYOU1",0.0606159895761542,201,0.294962273053905,0.515226099051259,0.668472324394213,"0.6179","0.2253","0.2518","0.4076"
"DET1",-0.0125759212981802,81,0.891094247649063,0.948279344032733,0.668510652309921,"0.2666","0.4595","0.2311","0.5029"
"CSTF3",0.0581794675437475,35,0.682045658935007,0.830953649126727,0.66870053937738,"0.5967","0.5392","0.3581","0.6001"
"FAM78A",0.0218535040447926,102,0.788948991336648,0.894294946473687,0.669031285729134,"0.3079","0.5643","0.2099","0.372"
